tenant_id,animal_id,test_date,milk_kg,fat_pct,protein_pct,scc_cells_ml
default,3082,2025-12-05,35.87,3.59,3.31,358716
default,3083,2026-05-05,27.15,3.85,3.11,80000
default,3083,2026-04-05,41.67,4.01,3.18,155792
default,3083,2026-03-05,31.93,3.79,3.09,111873
default,3083,2026-02-05,33.92,3.62,3.39,382159
default,3083,2026-01-05,44.42,3.63,3.34,503098
default,3083,2025-12-05,41.12,3.83,3.08,152014
default,3084,2026-05-05,47.25,3.89,3.38,80000
default,3084,2026-04-05,32.64,3.56,3.37,451968
default,3084,2026-03-05,34.03,3.5,3.38,215607
default,3084,2026-02-05,42.14,3.73,3.17,265008
default,3084,2026-01-05,27.39,3.97,3.39,331893
default,3084,2025-12-05,25.51,3.69,3.08,470681
default,3085,2026-05-05,39.83,3.64,3.31,453435
default,3085,2026-04-05,37.31,4.01,3.24,366536
default,3085,2026-03-05,23.73,4.06,3.33,279888
default,3085,2026-02-05,24.9,4.0,3.11,316443
default,3085,2026-01-05,34.44,3.74,3.21,424872
default,3085,2025-12-05,30.66,4.06,3.29,80000
default,3086,2026-05-05,28.13,3.69,3.02,88908
default,3086,2026-04-05,30.47,3.69,3.26,304594
default,3086,2026-03-05,38.59,3.84,3.36,417731
default,3086,2026-02-05,25.53,3.86,3.14,430264
default,3086,2026-01-05,34.08,3.57,3.11,480538
default,3086,2025-12-05,27.03,3.81,3.0,334046
default,3087,2026-05-05,24.16,3.73,3.38,113058
default,3087,2026-04-05,35.19,3.52,3.1,449238
default,3087,2026-03-05,28.05,3.88,3.34,117513
default,3087,2026-02-05,43.63,3.56,3.3,577584
default,3087,2026-01-05,24.53,3.71,3.25,143663
default,3087,2025-12-05,30.98,3.83,3.03,80000
default,3088,2026-05-05,38.37,3.99,3.15,327976
default,3088,2026-04-05,44.81,3.93,3.31,301352
default,3088,2026-03-05,32.27,3.77,3.29,332150
default,3088,2026-02-05,42.33,3.53,3.14,350689
default,3088,2026-01-05,49.74,4.03,3.38,350855
default,3088,2025-12-05,34.12,3.73,3.35,413503
default,3089,2026-05-05,37.27,4.07,3.07,392620
default,3089,2026-04-05,30.7,4.06,3.18,203768
default,3089,2026-03-05,36.34,3.76,3.24,283753
default,3089,2026-02-05,30.28,3.73,3.37,177738
default,3089,2026-01-05,50.01,3.55,3.12,80000
default,3089,2025-12-05,44.54,3.85,3.1,229364
default,3090,2026-05-05,39.67,3.82,3.29,171670
default,3090,2026-04-05,52.06,3.67,3.23,182924
default,3090,2026-03-05,40.33,3.69,3.02,124420
default,3090,2026-02-05,35.93,3.88,3.07,317777
default,3090,2026-01-05,45.86,3.72,3.31,89692
default,3090,2025-12-05,35.31,3.85,3.38,160164
default,3091,2026-05-05,32.3,3.93,3.33,80000
default,3091,2026-04-05,32.9,3.58,3.01,538058
default,3091,2026-03-05,29.06,4.03,3.33,230701
default,3091,2026-02-05,35.81,3.59,3.17,114689
default,3091,2026-01-05,27.23,4.03,3.03,343088
default,3091,2025-12-05,31.55,3.68,3.38,421554
default,3092,2026-05-05,34.95,3.61,3.2,331964
default,3092,2026-04-05,41.69,4.07,3.26,80000
default,3092,2026-03-05,46.54,3.59,3.09,320149
default,3092,2026-02-05,37.79,3.75,3.18,477853
default,3092,2026-01-05,37.8,4.02,3.21,155965
default,3092,2025-12-05,26.8,3.59,3.05,140558
default,3093,2026-05-05,47.26,3.9,3.35,107007
default,3093,2026-04-05,40.1,3.86,3.26,630566
default,3093,2026-03-05,42.52,3.56,3.13,200057
default,3093,2026-02-05,25.36,3.85,3.28,293158
default,3093,2026-01-05,34.31,4.01,3.12,359438
default,3093,2025-12-05,35.09,3.99,3.35,558958
default,3094,2026-05-05,26.68,3.54,3.11,411663
default,3094,2026-04-05,29.25,3.56,3.0,280432
default,3094,2026-03-05,47.67,3.98,3.23,80000
default,3094,2026-02-05,33.66,4.1,3.33,80000
default,3094,2026-01-05,34.61,3.63,3.4,80000
default,3094,2025-12-05,42.54,3.78,3.01,105867
default,3095,2026-05-05,29.43,3.78,3.19,339664
default,3095,2026-04-05,26.37,3.8,3.15,444567
default,3095,2026-03-05,27.36,4.07,3.09,154225
default,3095,2026-02-05,31.52,3.74,3.33,403797
default,3095,2026-01-05,45.19,4.1,3.26,89596
default,3095,2025-12-05,32.51,3.94,3.29,120757
default,3096,2026-05-05,38.97,3.79,3.36,80000
default,3096,2026-04-05,48.04,3.7,3.05,419977
default,3096,2026-03-05,25.61,3.82,3.17,80000
default,3096,2026-02-05,30.47,3.97,3.07,178321
default,3096,2026-01-05,42.59,3.8,3.28,143231
default,3096,2025-12-05,25.81,3.9,3.38,114269
default,3097,2026-05-05,28.88,3.96,3.14,514258
default,3097,2026-04-05,44.62,3.75,3.0,292286
default,3097,2026-03-05,31.63,3.97,3.33,221735
default,3097,2026-02-05,36.28,4.06,3.04,439961
default,3097,2026-01-05,49.04,3.79,3.18,515964
default,3097,2025-12-05,32.31,3.96,3.25,103177
default,3098,2026-05-05,34.37,3.55,3.27,205146
default,3098,2026-04-05,47.59,3.64,3.35,397276
default,3098,2026-03-05,45.68,3.58,3.3,414225
default,3098,2026-02-05,34.65,3.96,3.23,400500
default,3098,2026-01-05,44.75,3.64,3.13,400521
default,3098,2025-12-05,40.07,3.79,3.09,565861
default,3099,2026-05-05,40.97,3.92,3.23,228478
default,3099,2026-04-05,38.17,3.69,3.0,189138
default,3099,2026-03-05,45.14,3.51,3.16,457604
default,3099,2026-02-05,40.16,3.84,3.36,518282
default,3099,2026-01-05,41.52,3.86,3.21,592270
default,3099,2025-12-05,33.73,3.92,3.12,226853
default,3100,2026-05-05,35.75,4.06,3.23,210970
default,3100,2026-04-05,28.13,4.07,3.09,495485
default,3100,2026-03-05,36.36,3.57,3.03,228301
default,3100,2026-02-05,37.57,3.97,3.3,195290
default,3100,2026-01-05,38.35,4.04,3.37,586965
default,3100,2025-12-05,50.97,3.93,3.21,241893
default,3101,2026-05-05,41.23,3.83,3.07,119370
default,3101,2026-04-05,39.77,4.08,3.05,97107
default,3101,2026-03-05,32.76,3.95,3.29,169109
default,3101,2026-02-05,29.94,4.03,3.17,178384
default,3101,2026-01-05,30.67,3.51,3.38,304354
default,3101,2025-12-05,40.63,3.69,3.3,282387
default,3102,2026-05-05,30.37,4.0,3.0,80000
default,3102,2026-04-05,47.47,3.72,3.35,424573
default,3102,2026-03-05,37.65,3.84,3.27,307001
default,3102,2026-02-05,29.66,3.56,3.29,103428
default,3102,2026-01-05,33.4,3.92,3.16,434215
default,3102,2025-12-05,33.56,3.82,3.16,80000
default,3103,2026-05-05,33.31,4.05,3.22,80000
default,3103,2026-04-05,26.51,3.87,3.2,215272
default,3103,2026-03-05,32.7,3.82,3.15,280217
default,3103,2026-02-05,42.24,3.97,3.3,568815
default,3103,2026-01-05,34.48,3.98,3.3,80000
default,3103,2025-12-05,29.67,4.05,3.01,398547
default,3104,2026-05-05,50.32,3.73,3.21,331234
default,3104,2026-04-05,50.38,3.56,3.37,315896
default,3104,2026-03-05,44.72,3.78,3.37,80000
default,3104,2026-02-05,32.12,3.56,3.32,420237
default,3104,2026-01-05,38.61,3.84,3.11,448371
default,3104,2025-12-05,32.84,3.96,3.22,503116
default,3105,2026-05-05,33.8,3.81,3.01,223324
default,3105,2026-04-05,26.67,3.8,3.3,157448
default,3105,2026-03-05,30.48,3.97,3.01,80000
default,3105,2026-02-05,32.78,3.77,3.16,506466
default,3105,2026-01-05,38.92,3.8,3.28,366581
default,3105,2025-12-05,34.72,3.84,3.35,91005
default,3106,2026-05-05,42.55,4.06,3.05,264854
default,3106,2026-04-05,28.3,3.53,3.07,391864
default,3106,2026-03-05,40.51,3.84,3.32,299811
default,3106,2026-02-05,30.62,3.82,3.39,135999
default,3106,2026-01-05,37.49,3.55,3.08,689253
default,3106,2025-12-05,28.33,3.52,3.16,271464
default,3107,2026-05-05,40.98,3.69,3.04,203798
default,3107,2026-04-05,43.5,3.88,3.37,291506
default,3107,2026-03-05,47.55,3.8,3.21,224466
default,3107,2026-02-05,48.99,3.55,3.01,128213
default,3107,2026-01-05,38.4,3.59,3.38,276862
default,3107,2025-12-05,46.42,4.05,3.13,374046
default,3108,2026-05-05,40.4,3.68,3.07,165259
default,3108,2026-04-05,43.03,3.61,3.29,565584
default,3108,2026-03-05,41.67,3.93,3.13,369763
default,3108,2026-02-05,44.91,3.51,3.05,128313
default,3108,2026-01-05,47.5,3.78,3.35,233845
default,3108,2025-12-05,46.36,3.66,3.01,297699
default,3109,2026-05-05,24.36,4.01,3.03,256129
default,3109,2026-04-05,35.33,3.96,3.11,578094
default,3109,2026-03-05,36.37,3.76,3.21,320011
default,3109,2026-02-05,40.86,3.93,3.32,302382
default,3109,2026-01-05,37.34,3.61,3.36,390955
default,3109,2025-12-05,25.47,4.04,3.03,80000
default,3110,2026-05-05,39.69,3.6,3.3,554267
default,3110,2026-04-05,44.85,3.5,3.27,127706
default,3110,2026-03-05,40.54,3.55,3.19,129720
default,3110,2026-02-05,47.55,3.6,3.35,223592
default,3110,2026-01-05,29.66,3.93,3.4,362333
default,3110,2025-12-05,39.17,3.5,3.38,313005
default,3111,2026-05-05,41.03,4.1,3.29,224317
default,3111,2026-04-05,26.26,3.98,3.21,80000
default,3111,2026-03-05,34.69,3.74,3.27,265265
default,3111,2026-02-05,35.04,3.55,3.15,425583
default,3111,2026-01-05,28.19,4.02,3.13,126575
default,3111,2025-12-05,37.26,4.03,3.17,352855
default,3112,2026-05-05,27.4,3.64,3.16,282142
default,3112,2026-04-05,42.21,3.72,3.15,568831
default,3112,2026-03-05,30.25,4.05,3.1,194626
default,3112,2026-02-05,36.11,4.01,3.18,353664
default,3112,2026-01-05,27.6,3.93,3.37,319908
default,3112,2025-12-05,42.29,3.53,3.05,158559
default,3113,2026-05-05,44.01,3.91,3.08,80000
default,3113,2026-04-05,34.12,3.58,3.12,606020
default,3113,2026-03-05,43.18,4.03,3.14,80000
default,3113,2026-02-05,50.31,3.83,3.26,286492
default,3113,2026-01-05,46.99,3.61,3.18,218738
default,3113,2025-12-05,45.7,3.71,3.23,90640
default,3114,2026-05-05,42.95,3.55,3.19,212048
default,3114,2026-04-05,25.27,3.69,3.09,507044
default,3114,2026-03-05,24.02,3.54,3.28,316914
default,3114,2026-02-05,41.91,3.59,3.17,371486
default,3114,2026-01-05,34.37,3.92,3.24,360096
default,3114,2025-12-05,26.54,3.56,3.37,317662
default,3115,2026-05-05,23.63,3.78,3.17,190939
default,3115,2026-04-05,40.18,3.87,3.08,182709
default,3115,2026-03-05,42.04,3.86,3.16,557304
default,3115,2026-02-05,29.98,3.59,3.24,477257
default,3115,2026-01-05,28.31,3.55,3.25,204162
default,3115,2025-12-05,37.93,4.09,3.02,246979
default,3116,2026-05-05,26.56,3.82,3.12,414078
default,3116,2026-04-05,34.83,3.84,3.29,184057
default,3116,2026-03-05,40.17,3.68,3.25,131689
default,3116,2026-02-05,26.19,3.82,3.21,324208
default,3116,2026-01-05,24.44,3.87,3.1,439859
default,3116,2025-12-05,33.62,3.54,3.06,510244
default,3117,2026-05-05,35.38,4.04,3.34,183406
default,3117,2026-04-05,29.23,3.65,3.16,406008
default,3117,2026-03-05,34.18,3.98,3.07,203420
default,3117,2026-02-05,25.62,4.0,3.16,321641
default,3117,2026-01-05,42.42,3.66,3.34,188480
default,3117,2025-12-05,34.36,3.82,3.02,415861
default,3118,2026-05-05,48.8,3.85,3.06,95074
default,3118,2026-04-05,45.05,3.78,3.0,200207
default,3118,2026-03-05,38.17,4.08,3.21,422501
default,3118,2026-02-05,34.9,3.85,3.22,624785
default,3118,2026-01-05,37.12,3.75,3.02,251644
default,3118,2025-12-05,45.78,3.71,3.09,134242
default,3119,2026-05-05,46.03,3.76,3.15,91469
default,3119,2026-04-05,45.83,3.57,3.31,80000
default,3119,2026-03-05,49.62,4.09,3.24,488477
default,3119,2026-02-05,52.33,4.01,3.18,607841
default,3119,2026-01-05,49.17,3.53,3.31,214397
default,3119,2025-12-05,48.22,3.59,3.06,532883
default,3120,2026-05-05,35.02,4.03,3.03,642776
default,3120,2026-04-05,44.34,4.0,3.2,80000
default,3120,2026-03-05,37.83,3.69,3.18,201551
default,3120,2026-02-05,27.57,3.93,3.39,588625
default,3120,2026-01-05,42.96,3.6,3.38,80000
default,3120,2025-12-05,39.65,3.9,3.22,148768
default,3121,2026-05-05,49.83,3.51,3.16,174799
default,3121,2026-04-05,38.94,3.63,3.25,211883
default,3121,2026-03-05,33.84,3.91,3.23,459379
default,3121,2026-02-05,31.6,3.88,3.33,80000
default,3121,2026-01-05,29.36,3.82,3.14,268410
default,3121,2025-12-05,40.38,3.66,3.37,93160
default,3122,2026-05-05,36.95,3.79,3.26,200155
default,3122,2026-04-05,29.31,3.62,3.06,484927
default,3122,2026-03-05,47.4,4.02,3.21,362320
default,3122,2026-02-05,29.84,3.57,3.11,86420
default,3122,2026-01-05,27.37,3.95,3.03,133722
default,3122,2025-12-05,45.65,4.03,3.26,318018
default,3123,2026-05-05,43.81,3.82,3.2,80000
default,3123,2026-04-05,33.82,4.0,3.25,446524
default,3123,2026-03-05,43.01,3.73,3.35,281046
default,3123,2026-02-05,27.78,3.61,3.39,332924
default,3123,2026-01-05,31.62,4.08,3.33,406986
default,3123,2025-12-05,41.34,3.93,3.38,141634
default,3124,2026-05-05,44.61,3.68,3.01,295061
default,3124,2026-04-05,38.86,3.82,3.27,80000
default,3124,2026-03-05,29.33,3.91,3.02,416005
default,3124,2026-02-05,45.79,3.85,3.18,250114
default,3124,2026-01-05,36.06,3.78,3.12,196459
default,3124,2025-12-05,27.83,3.64,3.06,110943
default,3125,2026-05-05,38.12,3.7,3.1,206939
default,3125,2026-04-05,37.06,3.58,3.2,335185
default,3125,2026-03-05,36.81,3.92,3.37,401492
default,3125,2026-02-05,25.07,3.63,3.36,133579
default,3125,2026-01-05,29.31,3.73,3.24,251298
default,3125,2025-12-05,35.02,3.89,3.14,437445
default,3126,2026-05-05,39.21,3.9,3.29,298130
default,3126,2026-04-05,31.32,3.9,3.37,376558
default,3126,2026-03-05,30.74,3.9,3.36,80000
default,3126,2026-02-05,30.33,3.81,3.19,214555
default,3126,2026-01-05,39.09,3.89,3.17,315552
default,3126,2025-12-05,39.44,3.6,3.36,372240
default,3127,2026-05-05,45.85,3.59,3.14,435238
default,3127,2026-04-05,26.87,3.66,3.28,461339
default,3127,2026-03-05,39.45,3.8,3.3,128103
default,3127,2026-02-05,47.03,3.66,3.16,329810
default,3127,2026-01-05,40.13,4.08,3.37,547442
default,3127,2025-12-05,45.8,3.9,3.35,564255
default,3128,2026-05-05,48.35,3.95,3.38,561180
default,3128,2026-04-05,32.63,3.56,3.23,220601
default,3128,2026-03-05,34.16,4.05,3.05,80000
default,3128,2026-02-05,48.6,3.68,3.11,157591
default,3128,2026-01-05,39.55,3.54,3.33,491538
default,3128,2025-12-05,42.98,3.55,3.33,219804
default,3129,2026-05-05,30.49,3.98,3.02,399970
default,3129,2026-04-05,40.34,3.81,3.09,310067
default,3129,2026-03-05,38.19,3.7,3.31,238068
default,3129,2026-02-05,35.0,4.09,3.35,564749
default,3129,2026-01-05,45.76,3.69,3.4,150413
default,3129,2025-12-05,45.62,3.91,3.13,354367
default,3130,2026-05-05,42.65,4.01,3.28,354242
default,3130,2026-04-05,43.86,3.55,3.28,525967
default,3130,2026-03-05,45.47,3.91,3.12,80000
default,3130,2026-02-05,30.49,3.7,3.12,92080
default,3130,2026-01-05,31.92,3.5,3.03,537432
default,3130,2025-12-05,34.41,4.02,3.36,472072
default,3131,2026-05-05,50.87,4.05,3.37,243479
default,3131,2026-04-05,50.05,4.06,3.15,239336
default,3131,2026-03-05,51.22,3.96,3.15,519708
default,3131,2026-02-05,31.51,3.82,3.39,469627
default,3131,2026-01-05,32.33,3.97,3.05,460987
default,3131,2025-12-05,36.22,3.9,3.27,237136
default,3132,2026-05-05,49.3,4.03,3.3,80000
default,3132,2026-04-05,38.94,3.57,3.04,456868
default,3132,2026-03-05,48.68,3.95,3.22,228664
default,3132,2026-02-05,40.03,4.04,3.07,337623
default,3132,2026-01-05,52.37,4.02,3.25,80000
default,3132,2025-12-05,39.29,3.77,3.02,278120
default,3133,2026-05-05,28.09,3.73,3.33,312130
default,3133,2026-04-05,39.7,3.98,3.21,329327
default,3133,2026-03-05,28.55,3.51,3.29,199337
default,3133,2026-02-05,35.13,3.96,3.24,277964
default,3133,2026-01-05,32.56,3.66,3.1,552389
default,3133,2025-12-05,32.96,4.0,3.3,89862
default,3134,2026-05-05,26.89,3.58,3.2,80000
default,3134,2026-04-05,36.35,3.83,3.18,80000
default,3134,2026-03-05,46.34,4.04,3.09,206746
default,3134,2026-02-05,41.04,3.67,3.26,443781
default,3134,2026-01-05,37.54,3.88,3.24,336449
default,3134,2025-12-05,34.33,3.65,3.09,327202
default,3135,2026-05-05,44.43,4.07,3.29,80000
default,3135,2026-04-05,45.71,3.72,3.08,521570
default,3135,2026-03-05,25.31,3.59,3.12,80000
default,3135,2026-02-05,43.92,3.88,3.08,105312
default,3135,2026-01-05,31.68,3.68,3.29,509799
default,3135,2025-12-05,26.43,3.73,3.34,514338
default,3136,2026-05-05,42.76,3.54,3.01,403749
default,3136,2026-04-05,35.38,3.58,3.21,461056
default,3136,2026-03-05,37.84,3.55,3.12,516406
default,3136,2026-02-05,38.3,4.08,3.24,128764
default,3136,2026-01-05,35.25,3.94,3.33,124217
default,3136,2025-12-05,26.61,3.8,3.14,469298
default,3137,2026-05-05,42.01,4.09,3.23,463987
default,3137,2026-04-05,36.98,3.91,3.37,345003
default,3137,2026-03-05,35.64,3.61,3.11,298814
default,3137,2026-02-05,52.8,3.55,3.25,480828
default,3137,2026-01-05,28.24,3.91,3.0,483066
default,3137,2025-12-05,50.06,3.59,3.22,379116
default,3138,2026-05-05,34.39,3.74,3.03,211953
default,3138,2026-04-05,24.05,3.63,3.28,321186
default,3138,2026-03-05,27.49,3.89,3.12,588542
default,3138,2026-02-05,28.48,3.61,3.17,453105
default,3138,2026-01-05,43.08,3.95,3.19,152948
default,3138,2025-12-05,28.07,3.53,3.26,149270
default,3139,2026-05-05,30.12,3.57,3.21,258214
default,3139,2026-04-05,34.97,3.84,3.32,135698
default,3139,2026-03-05,24.19,3.63,3.26,435706
default,3139,2026-02-05,32.97,4.02,3.24,267125
default,3139,2026-01-05,42.14,3.88,3.25,303601
default,3139,2025-12-05,23.1,3.56,3.13,531968
default,3140,2026-05-05,43.04,3.69,3.34,182485
default,3140,2026-04-05,44.02,3.72,3.22,390012
default,3140,2026-03-05,34.47,3.57,3.35,161896
default,3140,2026-02-05,38.94,3.54,3.05,115626
default,3140,2026-01-05,34.73,3.96,3.02,308910
default,3140,2025-12-05,44.17,4.02,3.21,80000
default,3141,2026-05-05,41.98,3.87,3.4,80000
default,3141,2026-04-05,41.39,3.87,3.05,322280
default,3141,2026-03-05,36.91,3.72,3.31,169349
default,3141,2026-02-05,37.27,4.02,3.33,170470
default,3141,2026-01-05,47.54,3.73,3.24,404674
default,3141,2025-12-05,28.06,4.01,3.01,807286
default,3143,2026-05-05,39.18,3.93,3.3,472672
default,3143,2026-04-05,47.99,3.7,3.32,180253
default,3143,2026-03-05,42.14,3.69,3.06,99190
default,3143,2026-02-05,49.74,3.97,3.14,253886
default,3143,2026-01-05,40.6,3.9,3.34,160607
default,3143,2025-12-05,37.03,3.6,3.11,425776
default,3144,2026-05-05,39.36,4.05,3.1,378115
default,3144,2026-04-05,41.11,3.64,3.31,264797
default,3144,2026-03-05,39.69,3.61,3.29,175562
default,3144,2026-02-05,30.31,3.79,3.21,80000
default,3144,2026-01-05,30.78,3.71,3.29,204375
default,3144,2025-12-05,34.99,3.82,3.06,123866
default,3145,2026-05-05,36.94,3.76,3.25,531960
default,3145,2026-04-05,32.94,3.63,3.17,342247
default,3145,2026-03-05,29.98,3.68,3.2,80000
default,3145,2026-02-05,31.81,3.97,3.18,80000
default,3145,2026-01-05,40.57,3.78,3.1,309000
default,3145,2025-12-05,40.99,4.0,3.35,390615
default,3146,2026-05-05,42.37,3.92,3.07,427863
default,3146,2026-04-05,47.23,3.68,3.34,454218
default,3146,2026-03-05,38.2,3.85,3.01,254357
default,3146,2026-02-05,30.41,3.93,3.36,347152
default,3146,2026-01-05,49.21,3.82,3.29,234598
default,3146,2025-12-05,38.27,3.94,3.37,120165
default,3147,2026-05-05,42.0,3.97,3.37,420225
default,3147,2026-04-05,50.41,3.66,3.22,211687
default,3147,2026-03-05,47.37,3.82,3.06,498179
default,3147,2026-02-05,39.48,3.6,3.07,145576
default,3147,2026-01-05,36.99,4.03,3.15,430721
default,3147,2025-12-05,27.02,4.09,3.23,189165
default,3148,2026-05-05,43.45,3.53,3.35,223260
default,3148,2026-04-05,24.08,4.0,3.32,187044
default,3148,2026-03-05,36.81,3.65,3.18,313661
default,3148,2026-02-05,41.0,3.55,3.07,303768
default,3148,2026-01-05,24.75,4.01,3.17,403673
default,3148,2025-12-05,39.89,4.04,3.29,387677
default,3149,2026-05-05,45.04,3.73,3.28,353817
default,3149,2026-04-05,30.44,3.56,3.3,399700
default,3149,2026-03-05,38.7,3.52,3.09,158223
default,3149,2026-02-05,36.61,4.02,3.29,80000
default,3149,2026-01-05,25.46,3.81,3.19,80922
default,3149,2025-12-05,44.42,3.96,3.16,97383
default,3150,2026-05-05,33.64,3.83,3.08,230321
default,3150,2026-04-05,32.55,3.51,3.31,218351
default,3150,2026-03-05,42.71,3.87,3.06,311054
default,3150,2026-02-05,32.25,3.68,3.04,240084
default,3150,2026-01-05,47.57,4.01,3.3,586629
default,3150,2025-12-05,37.51,3.89,3.32,495129
default,3151,2026-05-05,43.64,3.52,3.28,404856
default,3151,2026-04-05,28.73,4.03,3.28,119645
default,3151,2026-03-05,28.58,3.62,3.25,339997
default,3151,2026-02-05,43.46,3.75,3.26,389373
default,3151,2026-01-05,35.36,3.78,3.06,279295
default,3151,2025-12-05,35.39,3.83,3.07,398270
default,3152,2026-05-05,33.15,3.93,3.25,490932
default,3152,2026-04-05,23.27,3.87,3.22,551063
default,3152,2026-03-05,26.63,3.72,3.05,539746
default,3152,2026-02-05,41.25,3.98,3.29,80000
default,3152,2026-01-05,34.56,3.95,3.38,284393
default,3152,2025-12-05,27.48,3.75,3.3,439338
default,3153,2026-05-05,27.26,4.02,3.31,293215
default,3153,2026-04-05,25.81,3.79,3.22,362187
default,3153,2026-03-05,42.58,3.51,3.24,112972
default,3153,2026-02-05,35.62,3.87,3.39,80000
default,3153,2026-01-05,43.04,3.69,3.03,238907
default,3153,2025-12-05,24.41,3.78,3.11,80000
default,3154,2026-05-05,36.2,3.87,3.05,349994
default,3154,2026-04-05,34.97,3.9,3.36,115343
default,3154,2026-03-05,46.45,4.01,3.0,80000
default,3154,2026-02-05,34.86,3.6,3.35,213772
default,3154,2026-01-05,32.44,3.77,3.14,456761
default,3154,2025-12-05,32.23,3.77,3.06,469821
default,3155,2026-05-05,39.83,3.97,3.26,388835
default,3155,2026-04-05,35.2,3.9,3.09,80000
default,3155,2026-03-05,52.18,3.5,3.34,462266
default,3155,2026-02-05,51.79,3.77,3.16,276010
default,3155,2026-01-05,33.53,3.74,3.2,80000
default,3155,2025-12-05,38.36,3.94,3.34,426790
default,3156,2026-05-05,36.46,3.85,3.36,304905
default,3156,2026-04-05,34.98,4.05,3.33,428938
default,3156,2026-03-05,44.07,3.59,3.17,210759
default,3156,2026-02-05,42.67,4.06,3.17,331065
default,3156,2026-01-05,35.56,3.63,3.04,137476
default,3156,2025-12-05,49.14,3.8,3.26,118732
default,3157,2026-05-05,50.81,3.66,3.02,80000
default,3157,2026-04-05,39.95,3.63,3.07,335579
default,3157,2026-03-05,34.59,3.88,3.21,177613
default,3157,2026-02-05,27.33,4.03,3.06,349722
default,3157,2026-01-05,47.7,3.7,3.12,226478
default,3157,2025-12-05,29.48,3.88,3.2,544872
default,3158,2026-05-05,45.95,3.78,3.14,407087
default,3158,2026-04-05,53.3,3.69,3.2,225562
default,3158,2026-03-05,43.44,3.65,3.01,480871
default,3158,2026-02-05,40.68,3.79,3.05,80000
default,3158,2026-01-05,35.59,3.53,3.06,435854
default,3158,2025-12-05,30.72,3.72,3.24,218038
default,3159,2026-05-05,31.72,4.03,3.37,131883
default,3159,2026-04-05,32.93,3.58,3.15,80000
default,3159,2026-03-05,32.05,3.85,3.04,104633
default,3159,2026-02-05,36.97,3.67,3.12,296890
default,3159,2026-01-05,45.09,3.88,3.2,373702
default,3159,2025-12-05,32.7,3.89,3.0,219121
default,3160,2026-05-05,40.92,3.87,3.1,604791
default,3160,2026-04-05,47.92,3.86,3.22,433333
default,3160,2026-03-05,38.31,3.98,3.17,219914
default,3160,2026-02-05,31.04,3.72,3.05,413421
default,3160,2026-01-05,46.61,3.56,3.19,351954
default,3160,2025-12-05,32.34,3.93,3.37,300619
default,3161,2026-05-05,42.33,3.82,3.05,80000
default,3161,2026-04-05,41.94,3.65,3.09,80000
default,3161,2026-03-05,31.91,3.96,3.16,198936
default,3161,2026-02-05,49.54,3.53,3.35,422752
default,3161,2026-01-05,43.48,3.83,3.01,204532
default,3161,2025-12-05,38.09,3.83,3.18,677962
default,3162,2026-05-05,49.47,3.55,3.17,245712
default,3162,2026-04-05,33.32,3.68,3.05,234533
default,3162,2026-03-05,33.2,4.04,3.34,314375
default,3162,2026-02-05,46.05,4.1,3.19,219765
default,3162,2026-01-05,30.49,3.84,3.16,341193
default,3162,2025-12-05,49.82,3.64,3.32,337707
default,3163,2026-05-05,33.2,3.8,3.2,468749
default,3163,2026-04-05,24.92,3.78,3.35,156306
default,3163,2026-03-05,35.55,3.73,3.07,151834
default,3163,2026-02-05,39.91,3.97,3.04,173111
default,3163,2026-01-05,31.92,3.9,3.36,267837
default,3163,2025-12-05,35.37,3.71,3.24,420630
default,3164,2026-05-05,37.67,3.98,3.08,579783
default,3164,2026-04-05,41.12,3.93,3.08,373887
default,3164,2026-03-05,43.66,3.91,3.37,80000
default,3164,2026-02-05,43.95,3.93,3.22,160033
default,3164,2026-01-05,46.64,3.56,3.39,353501
default,3164,2025-12-05,27.69,3.6,3.17,80000
default,3165,2026-05-05,28.98,3.86,3.28,80000
default,3165,2026-04-05,38.12,4.08,3.38,532287
default,3165,2026-03-05,43.49,3.68,3.33,456856
default,3165,2026-02-05,46.81,3.9,3.11,160604
default,3165,2026-01-05,30.49,3.57,3.37,80000
default,3165,2025-12-05,32.67,3.83,3.05,80000
default,3166,2026-05-05,30.49,4.07,3.31,154823
default,3166,2026-04-05,40.02,3.72,3.19,411933
default,3166,2026-03-05,38.36,4.05,3.4,228211
default,3166,2026-02-05,28.17,4.08,3.37,307208
default,3166,2026-01-05,44.7,3.52,3.27,287483
default,3166,2025-12-05,36.51,3.79,3.39,207481
default,3167,2026-05-05,35.67,4.0,3.03,234386
default,3167,2026-04-05,34.64,3.57,3.24,493345
default,3167,2026-03-05,28.4,3.93,3.31,292495
default,3167,2026-02-05,40.13,3.57,3.22,281152
default,3167,2026-01-05,30.82,4.06,3.23,354962
default,3167,2025-12-05,28.76,3.86,3.02,188629
default,3168,2026-05-05,41.95,3.94,3.19,526367
default,3168,2026-04-05,46.27,3.55,3.26,154696
default,3168,2026-03-05,39.14,3.75,3.25,251914
default,3168,2026-02-05,32.89,3.61,3.03,89749
default,3168,2026-01-05,30.97,3.57,3.38,530627
default,3168,2025-12-05,41.74,3.76,3.16,318121
default,3169,2026-05-05,23.02,3.7,3.08,323071
default,3169,2026-04-05,31.24,4.08,3.36,80000
default,3169,2026-03-05,41.86,3.53,3.29,297447
default,3169,2026-02-05,28.0,3.95,3.15,350464
default,3169,2026-01-05,26.51,3.82,3.24,398666
