tenant_id,event_id,animal_id,event_date,event_type,result,notes
default,RE_3120_HEAT_20251117,3120,2025-11-16,heat,detected,
default,RE_3120_INS_20251117,3120,2025-11-17,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3120_PREGCK_20251117,3120,2025-12-22,preg_check,pregnant,
default,RE_3121_CALV_2,3121,2025-05-24,calving,normal,
default,RE_3121_HEAT_20250821,3121,2025-08-20,heat,detected,
default,RE_3121_INS_20250821,3121,2025-08-21,insemination,pregnant,method=AI bull=Орёл
default,RE_3121_PREGCK_20250821,3121,2025-09-25,preg_check,pregnant,
default,RE_3121_DRY_2,3121,2026-03-25,dryoff,completed,
default,RE_3122_CALV_2,3122,2025-12-16,calving,normal,
default,RE_3122_HEAT_20260221,3122,2026-02-20,heat,detected,
default,RE_3122_INS_20260221,3122,2026-02-21,insemination,pregnant,method=AI bull=Зевс
default,RE_3122_PREGCK_20260221,3122,2026-03-28,preg_check,pregnant,
default,RE_3123_CALV_1,3123,2026-02-18,calving,normal,
default,RE_3123_HEAT_20260427,3123,2026-04-26,heat,detected,
default,RE_3123_INS_20260427,3123,2026-04-27,insemination,open,method=AI bull=Ильич
default,RE_3123_PREGCK_20260427,3123,2026-06-01,preg_check,open,
default,RE_3124_CALV_2,3124,2025-10-10,calving,normal,
default,RE_3124_HEAT_20260105,3124,2026-01-04,heat,detected,
default,RE_3124_INS_20260105,3124,2026-01-05,insemination,pregnant,method=AI bull=Дунай
default,RE_3124_PREGCK_20260105,3124,2026-02-09,preg_check,pregnant,
default,RE_3125_CALV_2,3125,2025-08-12,calving,normal,
default,RE_3125_HEAT_20251022,3125,2025-10-21,heat,detected,
default,RE_3125_INS_20251022,3125,2025-10-22,insemination,pregnant,method=AI bull=Витязь
default,RE_3125_PREGCK_20251022,3125,2025-11-26,preg_check,pregnant,
default,RE_3126_CALV_2,3126,2025-04-15,calving,assisted,
default,RE_3126_DRY_2,3126,2026-02-14,dryoff,completed,
default,RE_3127_CALV_4,3127,2026-03-11,calving,normal,
default,RE_3128_CALV_2,3128,2025-11-02,calving,normal,
default,RE_3128_HEAT_20260103,3128,2026-01-02,heat,missed,
default,RE_3128_INS_20260103,3128,2026-01-03,insemination,open,method=AI bull=Гром
default,RE_3128_PREGCK_20260103,3128,2026-02-07,preg_check,open,
default,RE_3129_CALV_2,3129,2025-05-19,calving,assisted,
default,RE_3129_HEAT_20250926,3129,2025-09-25,heat,detected,
default,RE_3129_INS_20250926,3129,2025-09-26,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3129_PREGCK_20250926,3129,2025-10-31,preg_check,pregnant,
default,RE_3129_DRY_2,3129,2026-03-20,dryoff,completed,
default,RE_3130_CALV_1,3130,2025-03-27,calving,assisted,
default,RE_3130_HEAT_20250621,3130,2025-06-20,heat,detected,
default,RE_3130_INS_20250621,3130,2025-06-21,insemination,open,method=AI bull=Бой
default,RE_3130_PREGCK_20250621,3130,2025-07-26,preg_check,open,
default,RE_3130_DRY_1,3130,2026-01-26,dryoff,completed,
default,RE_3131_CALV_2,3131,2025-11-26,calving,assisted,
default,RE_3131_HEAT_20260201,3131,2026-01-31,heat,detected,
default,RE_3131_INS_20260201,3131,2026-02-01,insemination,pregnant,method=AI bull=Дунай
default,RE_3131_PREGCK_20260201,3131,2026-03-08,preg_check,pregnant,
default,RE_3132_CALV_2,3132,2025-10-17,calving,assisted,
default,RE_3132_HEAT_20260113,3132,2026-01-12,heat,detected,
default,RE_3132_INS_20260113,3132,2026-01-13,insemination,pregnant,method=AI bull=Буран
default,RE_3132_PREGCK_20260113,3132,2026-02-17,preg_check,pregnant,
default,RE_3133_CALV_1,3133,2025-10-30,calving,assisted,
default,RE_3133_HEAT_20251229,3133,2025-12-28,heat,missed,
default,RE_3133_INS_20251229,3133,2025-12-29,insemination,open,method=AI bull=Вихрь
default,RE_3133_PREGCK_20251229,3133,2026-02-02,preg_check,open,
default,RE_3134_CALV_4,3134,2026-03-06,calving,normal,
default,RE_3134_HEAT_20260507,3134,2026-05-06,heat,detected,
default,RE_3134_INS_20260507,3134,2026-05-07,insemination,open,method=AI bull=Орёл
default,RE_3134_PREGCK_20260507,3134,2026-06-11,preg_check,open,
default,RE_3135_CALV_1,3135,2026-04-01,calving,assisted,
default,RE_3136_CALV_2,3136,2026-02-18,calving,normal,
default,RE_3137_CALV_3,3137,2026-03-07,calving,normal,
default,RE_3138_CALV_1,3138,2026-03-09,calving,normal,
default,RE_3139_CALV_3,3139,2025-07-24,calving,assisted,
default,RE_3139_HEAT_20251031,3139,2025-10-30,heat,detected,
default,RE_3139_INS_20251031,3139,2025-10-31,insemination,pregnant,method=AI bull=Витязь
default,RE_3139_PREGCK_20251031,3139,2025-12-05,preg_check,pregnant,
default,RE_3140_CALV_2,3140,2026-04-07,calving,normal,
default,RE_3141_CALV_3,3141,2025-07-26,calving,normal,
default,RE_3141_HEAT_20251010,3141,2025-10-09,heat,detected,
default,RE_3141_INS_20251010,3141,2025-10-10,insemination,open,method=AI bull=Орёл
default,RE_3141_PREGCK_20251010,3141,2025-11-14,preg_check,open,
default,RE_3143_CALV_3,3143,2025-12-02,calving,normal,
default,RE_3143_HEAT_20260201,3143,2026-01-31,heat,detected,
default,RE_3143_INS_20260201,3143,2026-02-01,insemination,open,method=AI bull=Ильич
default,RE_3143_PREGCK_20260201,3143,2026-03-08,preg_check,open,
default,RE_3144_CALV_2,3144,2025-05-13,calving,assisted,
default,RE_3144_HEAT_20250821,3144,2025-08-20,heat,detected,
default,RE_3144_INS_20250821,3144,2025-08-21,insemination,open,method=AI bull=Витязь
default,RE_3144_PREGCK_20250821,3144,2025-09-25,preg_check,open,
default,RE_3144_DRY_2,3144,2026-03-14,dryoff,completed,
default,RE_3145_CALV_1,3145,2026-01-10,calving,normal,
default,RE_3145_HEAT_20260316,3145,2026-03-15,heat,missed,
default,RE_3145_INS_20260316,3145,2026-03-16,insemination,pregnant,method=AI bull=Зевс
default,RE_3145_PREGCK_20260316,3145,2026-04-20,preg_check,pregnant,
default,RE_3146_CALV_2,3146,2026-02-03,calving,assisted,
default,RE_3146_HEAT_20260429,3146,2026-04-28,heat,detected,
default,RE_3146_INS_20260429,3146,2026-04-29,insemination,pregnant,method=AI bull=Каскад
default,RE_3146_PREGCK_20260429,3146,2026-06-03,preg_check,pregnant,
default,RE_3147_CALV_4,3147,2026-03-15,calving,normal,
default,RE_3148_CALV_1,3148,2025-09-05,calving,normal,
default,RE_3148_HEAT_20251105,3148,2025-11-04,heat,missed,
default,RE_3148_INS_20251105,3148,2025-11-05,insemination,open,method=AI bull=Ильич
default,RE_3148_PREGCK_20251105,3148,2025-12-10,preg_check,open,
default,RE_3149_CALV_1,3149,2025-12-25,calving,assisted,
default,RE_3149_HEAT_20260303,3149,2026-03-02,heat,detected,
default,RE_3149_INS_20260303,3149,2026-03-03,insemination,open,method=AI bull=Дунай
default,RE_3149_PREGCK_20260303,3149,2026-04-07,preg_check,open,
default,RE_3150_CALV_2,3150,2025-03-17,calving,assisted,
default,RE_3150_HEAT_20250527,3150,2025-05-26,heat,detected,
default,RE_3150_INS_20250527,3150,2025-05-27,insemination,open,method=AI bull=Витязь
default,RE_3150_PREGCK_20250527,3150,2025-07-01,preg_check,open,
default,RE_3150_DRY_2,3150,2026-01-16,dryoff,completed,
default,RE_3151_CALV_2,3151,2026-02-01,calving,normal,
default,RE_3152_CALV_2,3152,2025-11-20,calving,normal,
default,RE_3152_HEAT_20260131,3152,2026-01-30,heat,detected,
default,RE_3152_INS_20260131,3152,2026-01-31,insemination,open,method=AI bull=Гром
default,RE_3152_PREGCK_20260131,3152,2026-03-07,preg_check,open,
default,RE_3153_CALV_2,3153,2025-10-25,calving,normal,
default,RE_3153_HEAT_20260111,3153,2026-01-10,heat,missed,
default,RE_3153_INS_20260111,3153,2026-01-11,insemination,pregnant,method=AI bull=Гром
default,RE_3153_PREGCK_20260111,3153,2026-02-15,preg_check,pregnant,
default,RE_3154_CALV_3,3154,2026-03-21,calving,assisted,
default,RE_3155_CALV_2,3155,2025-10-12,calving,assisted,
default,RE_3155_HEAT_20251214,3155,2025-12-13,heat,detected,
default,RE_3155_INS_20251214,3155,2025-12-14,insemination,pregnant,method=AI bull=Гром
default,RE_3155_PREGCK_20251214,3155,2026-01-18,preg_check,pregnant,
default,RE_3156_CALV_4,3156,2026-03-01,calving,assisted,
default,RE_3157_CALV_2,3157,2025-05-30,calving,normal,
default,RE_3157_HEAT_20250807,3157,2025-08-06,heat,detected,
default,RE_3157_INS_20250807,3157,2025-08-07,insemination,pregnant,method=AI bull=Орёл
default,RE_3157_PREGCK_20250807,3157,2025-09-11,preg_check,pregnant,
default,RE_3157_DRY_2,3157,2026-03-31,dryoff,completed,
default,RE_3158_CALV_2,3158,2026-04-10,calving,normal,
default,RE_3159_CALV_2,3159,2025-10-18,calving,normal,
default,RE_3159_HEAT_20260105,3159,2026-01-04,heat,detected,
default,RE_3159_INS_20260105,3159,2026-01-05,insemination,open,method=AI bull=Жигули
default,RE_3159_PREGCK_20260105,3159,2026-02-09,preg_check,open,
default,RE_3160_CALV_2,3160,2025-08-04,calving,normal,
default,RE_3160_HEAT_20251029,3160,2025-10-28,heat,missed,
default,RE_3160_INS_20251029,3160,2025-10-29,insemination,open,method=AI bull=Атаман
default,RE_3160_PREGCK_20251029,3160,2025-12-03,preg_check,open,
default,RE_3161_CALV_4,3161,2025-11-06,calving,assisted,
default,RE_3161_HEAT_20260124,3161,2026-01-23,heat,detected,
default,RE_3161_INS_20260124,3161,2026-01-24,insemination,pregnant,method=AI bull=Ермак
default,RE_3161_PREGCK_20260124,3161,2026-02-28,preg_check,pregnant,
default,RE_3162_CALV_3,3162,2026-04-13,calving,normal,
default,RE_3163_CALV_2,3163,2025-08-14,calving,normal,
default,RE_3164_CALV_1,3164,2025-05-20,calving,assisted,
default,RE_3164_HEAT_20250811,3164,2025-08-10,heat,detected,
default,RE_3164_INS_20250811,3164,2025-08-11,insemination,pregnant,method=AI bull=Атлас
default,RE_3164_PREGCK_20250811,3164,2025-09-15,preg_check,pregnant,
default,RE_3164_DRY_1,3164,2026-03-21,dryoff,completed,
default,RE_3165_CALV_2,3165,2026-01-30,calving,normal,
default,RE_3165_HEAT_20260428,3165,2026-04-27,heat,detected,
default,RE_3165_INS_20260428,3165,2026-04-28,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3165_PREGCK_20260428,3165,2026-06-02,preg_check,pregnant,
default,RE_3166_CALV_4,3166,2025-09-08,calving,normal,
default,RE_3166_HEAT_20251117,3166,2025-11-16,heat,detected,
default,RE_3166_INS_20251117,3166,2025-11-17,insemination,open,method=AI bull=Кавказ
default,RE_3166_PREGCK_20251117,3166,2025-12-22,preg_check,open,
default,RE_3167_CALV_1,3167,2025-03-18,calving,assisted,
default,RE_3167_HEAT_20250623,3167,2025-06-22,heat,detected,
default,RE_3167_INS_20250623,3167,2025-06-23,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3167_PREGCK_20250623,3167,2025-07-28,preg_check,pregnant,
default,RE_3167_DRY_1,3167,2026-01-17,dryoff,completed,
default,RE_3168_CALV_3,3168,2025-08-06,calving,normal,
default,RE_3168_HEAT_20251204,3168,2025-12-03,heat,detected,
default,RE_3168_INS_20251204,3168,2025-12-04,insemination,open,method=AI bull=Витязь
default,RE_3168_PREGCK_20251204,3168,2026-01-08,preg_check,open,
default,RE_3169_CALV_1,3169,2026-02-17,calving,normal,
default,RE_3169_HEAT_20260502,3169,2026-05-01,heat,detected,
default,RE_3169_INS_20260502,3169,2026-05-02,insemination,pregnant,method=AI bull=Зорро
default,RE_3169_PREGCK_20260502,3169,2026-06-06,preg_check,pregnant,
default,RE_3170_CALV_2,3170,2025-04-19,calving,assisted,
default,RE_3170_HEAT_20250819,3170,2025-08-18,heat,detected,
default,RE_3170_INS_20250819,3170,2025-08-19,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3170_PREGCK_20250819,3170,2025-09-23,preg_check,pregnant,
default,RE_3170_DRY_2,3170,2026-02-18,dryoff,completed,
default,RE_3171_CALV_1,3171,2026-04-07,calving,normal,
default,RE_3172_CALV_1,3172,2025-12-31,calving,normal,
default,RE_3172_HEAT_20260331,3172,2026-03-30,heat,missed,
default,RE_3172_INS_20260331,3172,2026-03-31,insemination,open,method=AI bull=Жигули
default,RE_3173_CALV_1,3173,2025-10-19,calving,normal,
default,RE_3173_HEAT_20260112,3173,2026-01-11,heat,detected,
default,RE_3173_INS_20260112,3173,2026-01-12,insemination,open,method=AI bull=Жигули
default,RE_3173_PREGCK_20260112,3173,2026-02-16,preg_check,open,
default,RE_3174_CALV_1,3174,2025-11-09,calving,assisted,
default,RE_3174_HEAT_20260109,3174,2026-01-08,heat,detected,
default,RE_3174_INS_20260109,3174,2026-01-09,insemination,pregnant,method=AI bull=Буран
default,RE_3174_PREGCK_20260109,3174,2026-02-13,preg_check,pregnant,
default,RE_3175_CALV_4,3175,2025-11-11,calving,normal,
default,RE_3175_HEAT_20260203,3175,2026-02-02,heat,detected,
default,RE_3175_INS_20260203,3175,2026-02-03,insemination,open,method=AI bull=Кавказ
default,RE_3175_PREGCK_20260203,3175,2026-03-10,preg_check,open,
default,RE_3176_CALV_3,3176,2025-08-20,calving,assisted,
default,RE_3176_HEAT_20251116,3176,2025-11-15,heat,detected,
default,RE_3176_INS_20251116,3176,2025-11-16,insemination,open,method=AI bull=Вихрь
default,RE_3176_PREGCK_20251116,3176,2025-12-21,preg_check,open,
default,RE_3177_CALV_3,3177,2025-05-26,calving,normal,
default,RE_3177_HEAT_20250909,3177,2025-09-08,heat,detected,
default,RE_3177_INS_20250909,3177,2025-09-09,insemination,open,method=AI bull=Граф
default,RE_3177_PREGCK_20250909,3177,2025-10-14,preg_check,open,
default,RE_3177_DRY_3,3177,2026-03-27,dryoff,completed,
default,RE_3178_CALV_4,3178,2026-02-16,calving,normal,
default,RE_3178_HEAT_20260418,3178,2026-04-17,heat,detected,
default,RE_3178_INS_20260418,3178,2026-04-18,insemination,pregnant,method=AI bull=Жигули
default,RE_3179_CALV_1,3179,2026-02-20,calving,assisted,
default,RE_3180_CALV_4,3180,2026-03-08,calving,normal,
default,RE_3181_CALV_2,3181,2025-08-27,calving,normal,
default,RE_3181_HEAT_20251108,3181,2025-11-07,heat,missed,
default,RE_3181_INS_20251108,3181,2025-11-08,insemination,open,method=AI bull=Вихрь
default,RE_3181_PREGCK_20251108,3181,2025-12-13,preg_check,open,
default,RE_3182_CALV_2,3182,2025-04-09,calving,assisted,
default,RE_3182_HEAT_20250725,3182,2025-07-24,heat,detected,
default,RE_3182_INS_20250725,3182,2025-07-25,insemination,pregnant,method=natural bull=stockyard_bull_01
default,RE_3182_PREGCK_20250725,3182,2025-08-29,preg_check,pregnant,
default,RE_3182_DRY_2,3182,2026-02-08,dryoff,completed,
default,RE_3183_CALV_3,3183,2025-12-25,calving,normal,
default,RE_3183_HEAT_20260307,3183,2026-03-06,heat,detected,
default,RE_3183_INS_20260307,3183,2026-03-07,insemination,pregnant,method=AI bull=Ермак
default,RE_3183_PREGCK_20260307,3183,2026-04-11,preg_check,pregnant,
default,RE_3184_CALV_2,3184,2026-02-15,calving,assisted,
default,RE_3185_CALV_4,3185,2026-03-31,calving,normal,
default,RE_3186_CALV_2,3186,2025-10-17,calving,assisted,
default,RE_3186_HEAT_20251231,3186,2025-12-30,heat,detected,
default,RE_3186_INS_20251231,3186,2025-12-31,insemination,open,method=AI bull=Атаман
default,RE_3186_PREGCK_20251231,3186,2026-02-04,preg_check,open,
default,RE_3187_CALV_1,3187,2025-08-09,calving,normal,
default,RE_3187_HEAT_20251015,3187,2025-10-14,heat,detected,
default,RE_3187_INS_20251015,3187,2025-10-15,insemination,open,method=natural bull=stockyard_bull_01
default,RE_3187_PREGCK_20251015,3187,2025-11-19,preg_check,open,
default,RE_3188_CALV_2,3188,2026-03-28,calving,normal,
default,RE_3189_CALV_3,3189,2025-09-20,calving,normal,
default,RE_3189_HEAT_20251130,3189,2025-11-29,heat,missed,
default,RE_3189_INS_20251130,3189,2025-11-30,insemination,pregnant,method=AI bull=Жигули
default,RE_3189_PREGCK_20251130,3189,2026-01-04,preg_check,pregnant,
default,RE_3190_CALV_2,3190,2026-03-27,calving,normal,
default,RE_3191_CALV_1,3191,2026-01-16,calving,normal,
default,RE_3191_HEAT_20260414,3191,2026-04-13,heat,missed,
default,RE_3191_INS_20260414,3191,2026-04-14,insemination,pregnant,method=AI bull=Жигули
default,RE_3192_CALV_1,3192,2026-03-13,calving,normal,
default,RE_3193_CALV_4,3193,2026-01-04,calving,normal,
default,RE_3193_HEAT_20260316,3193,2026-03-15,heat,missed,
default,RE_3193_INS_20260316,3193,2026-03-16,insemination,open,method=AI bull=Кавказ
default,RE_3193_PREGCK_20260316,3193,2026-04-20,preg_check,open,
default,RE_3194_CALV_1,3194,2026-01-01,calving,normal,
default,RE_3194_HEAT_20260326,3194,2026-03-25,heat,missed,
default,RE_3194_INS_20260326,3194,2026-03-26,insemination,open,method=AI bull=Буран
default,RE_3195_CALV_1,3195,2025-11-04,calving,assisted,
default,RE_3195_HEAT_20260120,3195,2026-01-19,heat,detected,
default,RE_3195_INS_20260120,3195,2026-01-20,insemination,open,method=AI bull=Буран
default,RE_3195_PREGCK_20260120,3195,2026-02-24,preg_check,open,
default,RE_3196_CALV_4,3196,2025-11-05,calving,normal,
default,RE_3196_HEAT_20260113,3196,2026-01-12,heat,detected,
default,RE_3196_INS_20260113,3196,2026-01-13,insemination,pregnant,method=AI bull=Гром
default,RE_3196_PREGCK_20260113,3196,2026-02-17,preg_check,pregnant,
default,RE_3197_CALV_2,3197,2025-04-13,calving,normal,
default,RE_3197_HEAT_20250708,3197,2025-07-07,heat,detected,
default,RE_3197_INS_20250708,3197,2025-07-08,insemination,pregnant,method=AI bull=Каскад
default,RE_3197_PREGCK_20250708,3197,2025-08-12,preg_check,pregnant,
default,RE_3197_DRY_2,3197,2026-02-12,dryoff,completed,
default,RE_3198_CALV_4,3198,2025-06-12,calving,assisted,
default,RE_3198_HEAT_20250828,3198,2025-08-27,heat,detected,
default,RE_3198_INS_20250828,3198,2025-08-28,insemination,open,method=AI bull=Бой
default,RE_3198_PREGCK_20250828,3198,2025-10-02,preg_check,open,
default,RE_3198_DRY_4,3198,2026-04-13,dryoff,completed,
default,RE_3199_CALV_2,3199,2026-02-01,calving,normal,
default,RE_3199_HEAT_20260409,3199,2026-04-08,heat,missed,
default,RE_3199_INS_20260409,3199,2026-04-09,insemination,open,method=AI bull=Атаман
default,RE_3200_CALV_3,3200,2026-01-26,calving,normal,
default,RE_3200_HEAT_20260412,3200,2026-04-11,heat,missed,
default,RE_3200_INS_20260412,3200,2026-04-12,insemination,open,method=AI bull=Кавказ
default,RE_3201_CALV_3,3201,2025-12-21,calving,assisted,
default,RE_3201_HEAT_20260220,3201,2026-02-19,heat,detected,
default,RE_3201_INS_20260220,3201,2026-02-20,insemination,open,method=AI bull=Зевс
default,RE_3201_PREGCK_20260220,3201,2026-03-27,preg_check,open,
default,RE_3202_CALV_1,3202,2025-11-16,calving,normal,
default,RE_3202_HEAT_20260127,3202,2026-01-26,heat,detected,
default,RE_3202_INS_20260127,3202,2026-01-27,insemination,open,method=AI bull=Вихрь
default,RE_3202_PREGCK_20260127,3202,2026-03-03,preg_check,open,
default,RE_3203_CALV_2,3203,2025-08-12,calving,assisted,
default,RE_3203_HEAT_20251107,3203,2025-11-06,heat,detected,
default,RE_3203_INS_20251107,3203,2025-11-07,insemination,pregnant,method=AI bull=Атаман
default,RE_3203_PREGCK_20251107,3203,2025-12-12,preg_check,pregnant,
default,RE_3204_CALV_2,3204,2025-06-11,calving,assisted,
default,RE_3204_HEAT_20250908,3204,2025-09-07,heat,detected,
default,RE_3204_INS_20250908,3204,2025-09-08,insemination,open,method=AI bull=Бой
default,RE_3204_PREGCK_20250908,3204,2025-10-13,preg_check,open,
default,RE_3204_DRY_2,3204,2026-04-12,dryoff,completed,
default,RE_3205_CALV_4,3205,2026-02-24,calving,assisted,
default,RE_3206_CALV_1,3206,2026-04-12,calving,normal,
default,RE_3207_CALV_2,3207,2025-09-25,calving,assisted,
default,RE_3207_HEAT_20251124,3207,2025-11-23,heat,missed,
default,RE_3207_INS_20251124,3207,2025-11-24,insemination,pregnant,method=AI bull=Дунай
default,RE_3207_PREGCK_20251124,3207,2025-12-29,preg_check,pregnant,
default,RE_3208_CALV_2,3208,2026-03-29,calving,normal,
default,RE_3209_CALV_4,3209,2026-04-16,calving,normal,
default,RE_3210_CALV_1,3210,2025-09-26,calving,normal,
default,RE_3210_HEAT_20251221,3210,2025-12-20,heat,detected,
default,RE_3210_INS_20251221,3210,2025-12-21,insemination,pregnant,method=AI bull=Ермак
default,RE_3210_PREGCK_20251221,3210,2026-01-25,preg_check,pregnant,
default,RE_3211_CALV_2,3211,2026-01-25,calving,assisted,
default,RE_3211_HEAT_20260503,3211,2026-05-02,heat,detected,
default,RE_3211_INS_20260503,3211,2026-05-03,insemination,open,method=AI bull=Бой
default,RE_3211_PREGCK_20260503,3211,2026-06-07,preg_check,open,
default,RE_3212_CALV_2,3212,2025-10-05,calving,assisted,
default,RE_3212_HEAT_20251225,3212,2025-12-24,heat,missed,
default,RE_3212_INS_20251225,3212,2025-12-25,insemination,open,method=AI bull=Гром
default,RE_3212_PREGCK_20251225,3212,2026-01-29,preg_check,open,
default,RE_3213_CALV_3,3213,2025-07-11,calving,normal,
default,RE_3214_CALV_1,3214,2026-03-20,calving,normal,
default,RE_3215_CALV_3,3215,2025-12-11,calving,normal,
default,RE_3215_HEAT_20260218,3215,2026-02-17,heat,missed,
default,RE_3215_INS_20260218,3215,2026-02-18,insemination,open,method=AI bull=Ермак
default,RE_3215_PREGCK_20260218,3215,2026-03-25,preg_check,open,
default,RE_3216_CALV_1,3216,2025-10-29,calving,assisted,
default,RE_3216_HEAT_20251230,3216,2025-12-29,heat,detected,
default,RE_3216_INS_20251230,3216,2025-12-30,insemination,open,method=AI bull=Зевс
default,RE_3216_PREGCK_20251230,3216,2026-02-03,preg_check,open,
default,RE_3217_CALV_1,3217,2025-12-17,calving,assisted,
default,RE_3217_HEAT_20260219,3217,2026-02-18,heat,detected,
default,RE_3217_INS_20260219,3217,2026-02-19,insemination,pregnant,method=AI bull=Буран
default,RE_3217_PREGCK_20260219,3217,2026-03-26,preg_check,pregnant,
default,RE_3218_CALV_1,3218,2025-11-24,calving,normal,
default,RE_3218_HEAT_20260131,3218,2026-01-30,heat,detected,
default,RE_3218_INS_20260131,3218,2026-01-31,insemination,pregnant,method=AI bull=Ермак
default,RE_3218_PREGCK_20260131,3218,2026-03-07,preg_check,pregnant,
default,RE_3219_CALV_1,3219,2026-04-19,calving,assisted,
default,RE_3220_CALV_1,3220,2026-02-20,calving,normal,
default,RE_3221_CALV_2,3221,2026-01-12,calving,assisted,
default,RE_3221_HEAT_20260321,3221,2026-03-20,heat,detected,
default,RE_3221_INS_20260321,3221,2026-03-21,insemination,open,method=AI bull=Жигули
default,RE_3222_CALV_4,3222,2026-01-17,calving,assisted,
default,RE_3222_HEAT_20260325,3222,2026-03-24,heat,missed,
default,RE_3222_INS_20260325,3222,2026-03-25,insemination,open,method=AI bull=Дунай
default,RE_3223_CALV_3,3223,2026-02-06,calving,assisted,
default,RE_3223_HEAT_20260419,3223,2026-04-18,heat,missed,
default,RE_3223_INS_20260419,3223,2026-04-19,insemination,pregnant,method=AI bull=Дунай
default,RE_3224_CALV_2,3224,2025-12-31,calving,normal,
default,RE_3224_HEAT_20260329,3224,2026-03-28,heat,detected,
default,RE_3224_INS_20260329,3224,2026-03-29,insemination,open,method=AI bull=Зевс
default,RE_3225_CALV_3,3225,2026-04-13,calving,normal,
default,RE_3226_CALV_2,3226,2025-09-02,calving,normal,
default,RE_3226_HEAT_20251108,3226,2025-11-07,heat,missed,
default,RE_3226_INS_20251108,3226,2025-11-08,insemination,open,method=AI bull=Кавказ
default,RE_3226_PREGCK_20251108,3226,2025-12-13,preg_check,open,
default,RE_3227_CALV_2,3227,2026-01-22,calving,normal,
default,RE_3227_HEAT_20260412,3227,2026-04-11,heat,detected,
default,RE_3227_INS_20260412,3227,2026-04-12,insemination,open,method=AI bull=Ильич
default,RE_3228_CALV_3,3228,2025-12-29,calving,normal,
default,RE_3228_HEAT_20260302,3228,2026-03-01,heat,detected,
default,RE_3228_INS_20260302,3228,2026-03-02,insemination,open,method=AI bull=Буран
default,RE_3228_PREGCK_20260302,3228,2026-04-06,preg_check,open,
default,RE_3229_CALV_3,3229,2025-12-13,calving,normal,
default,RE_3229_HEAT_20260212,3229,2026-02-11,heat,detected,
default,RE_3229_INS_20260212,3229,2026-02-12,insemination,open,method=AI bull=Ермак
default,RE_3229_PREGCK_20260212,3229,2026-03-19,preg_check,open,
default,RE_3230_CALV_3,3230,2025-10-27,calving,normal,
default,RE_3230_HEAT_20260113,3230,2026-01-12,heat,missed,
default,RE_3230_INS_20260113,3230,2026-01-13,insemination,open,method=AI bull=Гром
default,RE_3230_PREGCK_20260113,3230,2026-02-17,preg_check,open,
default,RE_3231_CALV_3,3231,2026-02-02,calving,assisted,
default,RE_3231_HEAT_20260411,3231,2026-04-10,heat,missed,
default,RE_3231_INS_20260411,3231,2026-04-11,insemination,open,method=AI bull=Кавказ
default,RE_3232_CALV_1,3232,2026-02-15,calving,assisted,
default,RE_3232_HEAT_20260421,3232,2026-04-20,heat,missed,
default,RE_3232_INS_20260421,3232,2026-04-21,insemination,pregnant,method=AI bull=Граф
default,RE_3232_PREGCK_20260421,3232,2026-05-26,preg_check,pregnant,
default,RE_3233_CALV_2,3233,2026-01-17,calving,normal,
default,RE_3233_HEAT_20260402,3233,2026-04-01,heat,detected,
default,RE_3233_INS_20260402,3233,2026-04-02,insemination,open,method=AI bull=Жигули
default,RE_3234_CALV_3,3234,2025-12-12,calving,assisted,
default,RE_3234_HEAT_20260213,3234,2026-02-12,heat,missed,
default,RE_3234_INS_20260213,3234,2026-02-13,insemination,open,method=AI bull=Вихрь
default,RE_3234_PREGCK_20260213,3234,2026-03-20,preg_check,open,
default,RE_3235_CALV_4,3235,2025-06-04,calving,normal,
default,RE_3235_HEAT_20250903,3235,2025-09-02,heat,detected,
default,RE_3235_INS_20250903,3235,2025-09-03,insemination,open,method=AI bull=Бой
default,RE_3235_PREGCK_20250903,3235,2025-10-08,preg_check,open,
default,RE_3235_DRY_4,3235,2026-04-05,dryoff,completed,
default,RE_3236_CALV_1,3236,2026-02-16,calving,normal,
default,RE_3237_CALV_2,3237,2026-03-07,calving,normal,
default,RE_3238_CALV_1,3238,2026-01-06,calving,normal,
default,RE_3238_HEAT_20260330,3238,2026-03-29,heat,detected,
default,RE_3238_INS_20260330,3238,2026-03-30,insemination,open,method=AI bull=Ермак
default,RE_3239_CALV_3,3239,2026-04-17,calving,normal,
default,RE_3240_CALV_1,3240,2025-12-11,calving,normal,
default,RE_3240_HEAT_20260213,3240,2026-02-12,heat,missed,
default,RE_3240_INS_20260213,3240,2026-02-13,insemination,open,method=AI bull=Ермак
default,RE_3240_PREGCK_20260213,3240,2026-03-20,preg_check,open,
default,RE_3241_CALV_3,3241,2026-02-15,calving,assisted,
default,RE_3242_CALV_4,3242,2026-03-29,calving,normal,
default,RE_3243_CALV_2,3243,2025-11-11,calving,normal,
default,RE_3243_HEAT_20260123,3243,2026-01-22,heat,detected,
default,RE_3243_INS_20260123,3243,2026-01-23,insemination,pregnant,method=AI bull=Вихрь
default,RE_3243_PREGCK_20260123,3243,2026-02-27,preg_check,pregnant,
default,RE_3244_CALV_2,3244,2025-12-26,calving,assisted,
