tenant_id,farm_id,date,n_lactating,avg_milk_kg_per_cow,total_milk_kg,milk_revenue_rub,feed_cost_rub,vet_cost_rub,gross_margin_rub
default,INV_FARM_001,2026-02-16,294,25.9,7618.8,228564.0,91426.0,1839.0,135299.0
default,INV_FARM_001,2026-02-17,303,27.2,8235.4,247062.0,98825.0,1128.0,147109.0
default,INV_FARM_001,2026-02-18,301,27.1,8170.9,245127.0,98051.0,1332.0,145744.0
default,INV_FARM_001,2026-02-19,294,25.4,7466.4,223992.0,89597.0,1539.0,132856.0
default,INV_FARM_001,2026-02-20,303,23.0,6980.3,209409.0,83764.0,2816.0,122829.0
default,INV_FARM_001,2026-02-21,304,24.5,7433.0,222990.0,89196.0,1547.0,132247.0
default,INV_FARM_001,2026-02-22,309,25.2,7796.6,233898.0,93559.0,2887.0,137452.0
default,INV_FARM_001,2026-02-23,311,23.6,7339.5,220185.0,88074.0,2544.0,129567.0
default,INV_FARM_001,2026-02-24,301,23.0,6922.0,207660.0,83064.0,4281.0,120315.0
default,INV_FARM_001,2026-02-25,307,28.2,8668.8,260064.0,104026.0,2274.0,153764.0
default,INV_FARM_001,2026-02-26,297,25.0,7413.8,222414.0,88966.0,4492.0,128956.0
default,INV_FARM_001,2026-02-27,289,27.6,7978.6,239358.0,95743.0,3863.0,139752.0
default,INV_FARM_001,2026-02-28,291,24.9,7257.2,217716.0,87086.0,3343.0,127287.0
default,INV_FARM_001,2026-03-01,315,27.4,8630.1,258903.0,103561.0,3807.0,151535.0
default,INV_FARM_001,2026-03-02,305,27.7,8458.4,253752.0,101501.0,959.0,151292.0
default,INV_FARM_001,2026-03-03,300,27.7,8300.3,249009.0,99604.0,2551.0,146854.0
default,INV_FARM_001,2026-03-04,304,24.7,7498.0,224940.0,89976.0,1098.0,133866.0
default,INV_FARM_001,2026-03-05,306,26.6,8125.6,243768.0,97507.0,1245.0,145016.0
default,INV_FARM_001,2026-03-06,301,24.9,7506.1,225183.0,90073.0,2022.0,133088.0
default,INV_FARM_001,2026-03-07,305,25.9,7902.8,237084.0,94834.0,2815.0,139435.0
default,INV_FARM_001,2026-03-08,306,28.4,8692.3,260769.0,104308.0,3353.0,153108.0
default,INV_FARM_001,2026-03-09,308,25.6,7895.3,236859.0,94744.0,1308.0,140807.0
default,INV_FARM_001,2026-03-10,301,24.7,7441.6,223248.0,89299.0,2802.0,131147.0
default,INV_FARM_001,2026-03-11,308,28.0,8616.4,258492.0,103397.0,3101.0,151994.0
default,INV_FARM_001,2026-03-12,313,28.2,8823.6,264708.0,105883.0,1295.0,157530.0
default,INV_FARM_001,2026-03-13,296,28.2,8354.4,250632.0,100253.0,881.0,149498.0
default,INV_FARM_001,2026-03-14,286,26.3,7514.3,225429.0,90172.0,2352.0,132905.0
default,INV_FARM_001,2026-03-15,314,25.4,7962.7,238881.0,95552.0,1819.0,141510.0
default,INV_FARM_001,2026-03-16,308,28.1,8642.0,259260.0,103704.0,2752.0,152804.0
default,INV_FARM_001,2026-03-17,296,23.2,6869.9,206097.0,82439.0,4150.0,119508.0
default,INV_FARM_001,2026-03-18,285,23.3,6654.2,199626.0,79850.0,3623.0,116153.0
default,INV_FARM_001,2026-03-19,286,24.4,6965.2,208956.0,83582.0,1808.0,123566.0
default,INV_FARM_001,2026-03-20,299,24.7,7388.4,221652.0,88661.0,1073.0,131918.0
default,INV_FARM_001,2026-03-21,288,28.2,8132.1,243963.0,97585.0,3227.0,143151.0
default,INV_FARM_001,2026-03-22,285,25.1,7153.8,214614.0,85846.0,957.0,127811.0
default,INV_FARM_001,2026-03-23,299,25.1,7509.3,225279.0,90112.0,1555.0,133612.0
default,INV_FARM_001,2026-03-24,288,27.9,8024.6,240738.0,96295.0,3769.0,140674.0
default,INV_FARM_001,2026-03-25,290,25.2,7314.4,219432.0,87773.0,1821.0,129838.0
default,INV_FARM_001,2026-03-26,291,25.2,7338.1,220143.0,88057.0,2286.0,129800.0
default,INV_FARM_001,2026-03-27,311,23.3,7258.6,217758.0,87103.0,3569.0,127086.0
default,INV_FARM_001,2026-03-28,286,28.8,8229.5,246885.0,98754.0,2897.0,145234.0
default,INV_FARM_001,2026-03-29,297,23.5,6982.1,209463.0,83785.0,874.0,124804.0
default,INV_FARM_001,2026-03-30,294,26.1,7685.2,230556.0,92222.0,1339.0,136995.0
default,INV_FARM_001,2026-03-31,288,28.4,8170.7,245121.0,98048.0,4489.0,142584.0
default,INV_FARM_001,2026-04-01,306,25.3,7754.6,232638.0,93055.0,2237.0,137346.0
default,INV_FARM_001,2026-04-02,301,23.6,7089.1,212673.0,85069.0,4131.0,123473.0
default,INV_FARM_001,2026-04-03,307,25.6,7873.3,236199.0,94480.0,4421.0,137298.0
default,INV_FARM_001,2026-04-04,306,24.8,7585.7,227571.0,91028.0,4205.0,132338.0
default,INV_FARM_001,2026-04-05,287,24.6,7065.7,211971.0,84788.0,3299.0,123884.0
default,INV_FARM_001,2026-04-06,288,27.2,7836.4,235092.0,94037.0,2317.0,138738.0
default,INV_FARM_001,2026-04-07,301,27.7,8335.7,250071.0,100028.0,3562.0,146481.0
default,INV_FARM_001,2026-04-08,286,27.4,7831.7,234951.0,93980.0,1752.0,139219.0
default,INV_FARM_001,2026-04-09,308,28.3,8723.9,261717.0,104687.0,2584.0,154446.0
default,INV_FARM_001,2026-04-10,311,27.5,8544.8,256344.0,102538.0,1701.0,152105.0
default,INV_FARM_001,2026-04-11,291,24.1,7001.8,210054.0,84022.0,2572.0,123460.0
default,INV_FARM_001,2026-04-12,288,27.8,8009.2,240276.0,96110.0,1836.0,142330.0
default,INV_FARM_001,2026-04-13,314,27.0,8482.0,254460.0,101784.0,4445.0,148231.0
default,INV_FARM_001,2026-04-14,307,25.3,7771.9,233157.0,93263.0,1250.0,138644.0
default,INV_FARM_001,2026-04-15,286,24.2,6923.8,207714.0,83086.0,4406.0,120222.0
default,INV_FARM_001,2026-04-16,287,27.6,7916.3,237489.0,94996.0,1731.0,140762.0
default,INV_FARM_001,2026-04-17,303,25.4,7684.2,230526.0,92210.0,3946.0,134370.0
default,INV_FARM_001,2026-04-18,313,28.5,8922.3,267669.0,107068.0,4469.0,156132.0
default,INV_FARM_001,2026-04-19,297,29.2,8658.2,259746.0,103898.0,3651.0,152197.0
default,INV_FARM_001,2026-04-20,309,25.4,7846.5,235395.0,94158.0,892.0,140345.0
default,INV_FARM_001,2026-04-21,314,28.3,8893.5,266805.0,106722.0,3082.0,157001.0
default,INV_FARM_001,2026-04-22,306,24.9,7619.5,228585.0,91434.0,4271.0,132880.0
default,INV_FARM_001,2026-04-23,286,25.1,7180.6,215418.0,86167.0,1398.0,127853.0
default,INV_FARM_001,2026-04-24,285,28.8,8203.2,246096.0,98438.0,1365.0,146293.0
default,INV_FARM_001,2026-04-25,288,24.6,7077.5,212325.0,84930.0,4266.0,123129.0
default,INV_FARM_001,2026-04-26,300,27.5,8245.1,247353.0,98941.0,2908.0,145504.0
default,INV_FARM_001,2026-04-27,294,24.0,7065.0,211950.0,84780.0,1768.0,125402.0
default,INV_FARM_001,2026-04-28,304,26.6,8096.4,242892.0,97157.0,3336.0,142399.0
default,INV_FARM_001,2026-04-29,306,29.0,8884.2,266526.0,106610.0,2222.0,157694.0
default,INV_FARM_001,2026-04-30,293,24.1,7051.8,211554.0,84622.0,990.0,125942.0
default,INV_FARM_001,2026-05-01,289,26.4,7626.5,228795.0,91518.0,1479.0,135798.0
default,INV_FARM_001,2026-05-02,295,24.3,7158.9,214767.0,85907.0,4055.0,124805.0
default,INV_FARM_001,2026-05-03,285,26.5,7550.2,226506.0,90602.0,2001.0,133903.0
default,INV_FARM_001,2026-05-04,287,28.6,8211.7,246351.0,98540.0,2424.0,145387.0
default,INV_FARM_001,2026-05-05,312,27.7,8627.9,258837.0,103535.0,3818.0,151484.0
default,INV_FARM_001,2026-05-06,303,23.7,7176.5,215295.0,86118.0,4174.0,125003.0
default,INV_FARM_001,2026-05-07,289,24.6,7104.7,213141.0,85256.0,1194.0,126691.0
default,INV_FARM_001,2026-05-08,288,28.7,8253.2,247596.0,99038.0,1572.0,146986.0
default,INV_FARM_001,2026-05-09,315,24.4,7690.6,230718.0,92287.0,1319.0,137112.0
