tenant_id,move_id,animal_id,move_date,from_pen,to_pen,reason
default,PM_000309,3122,2026-01-06,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000310,3123,2026-02-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000311,3123,2026-03-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000312,3124,2025-10-10,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000313,3124,2025-10-31,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000314,3124,2026-02-07,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000315,3125,2025-08-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000316,3125,2025-09-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000317,3125,2025-12-10,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000318,3126,2025-04-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000319,3126,2025-05-06,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000320,3126,2025-08-13,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000321,3127,2026-03-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000322,3127,2026-04-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000323,3128,2025-11-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000324,3128,2025-11-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000325,3128,2026-03-02,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000326,3129,2025-05-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000327,3129,2025-06-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000328,3129,2025-09-16,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000329,3130,2025-03-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000330,3130,2025-04-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000331,3130,2025-07-25,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000332,3131,2025-11-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000333,3131,2025-12-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000334,3132,2025-10-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000335,3132,2025-11-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000336,3132,2026-02-14,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000337,3133,2025-10-30,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000338,3133,2025-11-20,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000339,3133,2026-02-27,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000340,3134,2026-03-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000341,3134,2026-03-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000342,3135,2026-04-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000343,3135,2026-04-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000344,3136,2026-02-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000345,3136,2026-03-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000346,3137,2026-03-07,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000347,3137,2026-03-28,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000348,3138,2026-03-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000349,3138,2026-03-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000350,3139,2025-07-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000351,3139,2025-08-14,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000352,3139,2025-11-21,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000353,3140,2026-04-07,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000354,3140,2026-04-28,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000355,3141,2025-07-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000356,3141,2025-08-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000357,3141,2025-11-23,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000358,3143,2025-12-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000359,3143,2025-12-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000360,3144,2025-05-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000361,3144,2025-06-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000362,3144,2025-09-10,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000363,3145,2026-01-10,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000364,3145,2026-01-31,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000365,3146,2026-02-03,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000366,3146,2026-02-24,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000367,3147,2026-03-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000368,3147,2026-04-05,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000369,3148,2025-09-05,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000370,3148,2025-09-26,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000371,3148,2026-01-03,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000372,3149,2025-12-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000373,3149,2026-01-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000374,3150,2025-03-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000375,3150,2025-04-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000376,3150,2025-07-15,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000377,3151,2026-02-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000378,3151,2026-02-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000379,3152,2025-11-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000380,3152,2025-12-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000381,3152,2026-03-20,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000382,3153,2025-10-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000383,3153,2025-11-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000384,3153,2026-02-22,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000385,3154,2026-03-21,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000386,3154,2026-04-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000387,3155,2025-10-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000388,3155,2025-11-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000389,3155,2026-02-09,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000390,3156,2026-03-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000391,3156,2026-03-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000392,3157,2025-05-30,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000393,3157,2025-06-20,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000394,3157,2025-09-27,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000395,3158,2026-04-10,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000396,3158,2026-05-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000397,3159,2025-10-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000398,3159,2025-11-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000399,3159,2026-02-15,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000400,3160,2025-08-04,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000401,3160,2025-08-25,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000402,3160,2025-12-02,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000403,3161,2025-11-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000404,3161,2025-11-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000405,3161,2026-03-06,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000406,3162,2026-04-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000407,3162,2026-05-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000408,3163,2025-08-14,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000409,3163,2025-09-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000410,3163,2025-12-12,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000411,3164,2025-05-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000412,3164,2025-06-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000413,3164,2025-09-17,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000414,3165,2026-01-30,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000415,3165,2026-02-20,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000416,3166,2025-09-08,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000417,3166,2025-09-29,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000418,3166,2026-01-06,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000419,3167,2025-03-18,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000420,3167,2025-04-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000421,3167,2025-07-16,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000422,3168,2025-08-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000423,3168,2025-08-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000424,3168,2025-12-04,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000425,3169,2026-02-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000426,3169,2026-03-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000427,3170,2025-04-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000428,3170,2025-05-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000429,3170,2025-08-17,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000430,3171,2026-04-07,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000431,3171,2026-04-28,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000432,3172,2025-12-31,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000433,3172,2026-01-21,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000434,3173,2025-10-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000435,3173,2025-11-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000436,3173,2026-02-16,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000437,3174,2025-11-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000438,3174,2025-11-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000439,3174,2026-03-09,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000440,3175,2025-11-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000441,3175,2025-12-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000442,3175,2026-03-11,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000443,3176,2025-08-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000444,3176,2025-09-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000445,3176,2025-12-18,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000446,3177,2025-05-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000447,3177,2025-06-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000448,3177,2025-09-23,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000449,3178,2026-02-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000450,3178,2026-03-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000451,3179,2026-02-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000452,3179,2026-03-13,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000453,3180,2026-03-08,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000454,3180,2026-03-29,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000455,3181,2025-08-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000456,3181,2025-09-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000457,3181,2025-12-25,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000458,3182,2025-04-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000459,3182,2025-04-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000460,3182,2025-08-07,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000461,3183,2025-12-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000462,3183,2026-01-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000463,3184,2026-02-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000464,3184,2026-03-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000465,3185,2026-03-31,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000466,3185,2026-04-21,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000467,3186,2025-10-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000468,3186,2025-11-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000469,3186,2026-02-14,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000470,3187,2025-08-09,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000471,3187,2025-08-30,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000472,3187,2025-12-07,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000473,3188,2026-03-28,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000474,3188,2026-04-18,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000475,3189,2025-09-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000476,3189,2025-10-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000477,3189,2026-01-18,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000478,3190,2026-03-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000479,3190,2026-04-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000480,3191,2026-01-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000481,3191,2026-02-06,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000482,3192,2026-03-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000483,3192,2026-04-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000484,3193,2026-01-04,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000485,3193,2026-01-25,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000486,3194,2026-01-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000487,3194,2026-01-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000488,3195,2025-11-04,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000489,3195,2025-11-25,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000490,3195,2026-03-04,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000491,3196,2025-11-05,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000492,3196,2025-11-26,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000493,3196,2026-03-05,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000494,3197,2025-04-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000495,3197,2025-05-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000496,3197,2025-08-11,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000497,3198,2025-06-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000498,3198,2025-07-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000499,3198,2025-10-10,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000500,3199,2026-02-01,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000501,3199,2026-02-22,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000502,3200,2026-01-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000503,3200,2026-02-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000504,3201,2025-12-21,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000505,3201,2026-01-11,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000506,3202,2025-11-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000507,3202,2025-12-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000508,3202,2026-03-16,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000509,3203,2025-08-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000510,3203,2025-09-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000511,3203,2025-12-10,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000512,3204,2025-06-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000513,3204,2025-07-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000514,3204,2025-10-09,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000515,3205,2026-02-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000516,3205,2026-03-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000517,3206,2026-04-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000518,3206,2026-05-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000519,3207,2025-09-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000520,3207,2025-10-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000521,3207,2026-01-23,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000522,3208,2026-03-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000523,3208,2026-04-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000524,3209,2026-04-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000525,3209,2026-05-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000526,3210,2025-09-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000527,3210,2025-10-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000528,3210,2026-01-24,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000529,3211,2026-01-25,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000530,3211,2026-02-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000531,3212,2025-10-05,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000532,3212,2025-10-26,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000533,3212,2026-02-02,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000534,3213,2025-07-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000535,3213,2025-08-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000536,3213,2025-11-08,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000537,3214,2026-03-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000538,3214,2026-04-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000539,3215,2025-12-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000540,3215,2026-01-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000541,3216,2025-10-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000542,3216,2025-11-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000543,3216,2026-02-26,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000544,3217,2025-12-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000545,3217,2026-01-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000546,3218,2025-11-24,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000547,3218,2025-12-15,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000548,3219,2026-04-19,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000549,3219,2026-05-10,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000550,3220,2026-02-20,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000551,3220,2026-03-13,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000552,3221,2026-01-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000553,3221,2026-02-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000554,3222,2026-01-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000555,3222,2026-02-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000556,3223,2026-02-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000557,3223,2026-02-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000558,3224,2025-12-31,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000559,3224,2026-01-21,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000560,3225,2026-04-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000561,3225,2026-05-04,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000562,3226,2025-09-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000563,3226,2025-09-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000564,3226,2025-12-31,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000565,3227,2026-01-22,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000566,3227,2026-02-12,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000567,3228,2025-12-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000568,3228,2026-01-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000569,3229,2025-12-13,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000570,3229,2026-01-03,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000571,3230,2025-10-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000572,3230,2025-11-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000573,3230,2026-02-24,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000574,3231,2026-02-02,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000575,3231,2026-02-23,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000576,3232,2026-02-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000577,3232,2026-03-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000578,3233,2026-01-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000579,3233,2026-02-07,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000580,3234,2025-12-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000581,3234,2026-01-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000582,3235,2025-06-04,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000583,3235,2025-06-25,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000584,3235,2025-10-02,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000585,3236,2026-02-16,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000586,3236,2026-03-09,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000587,3237,2026-03-07,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000588,3237,2026-03-28,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000589,3238,2026-01-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000590,3238,2026-01-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000591,3239,2026-04-17,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000592,3239,2026-05-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000593,3240,2025-12-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000594,3240,2026-01-01,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000595,3241,2026-02-15,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000596,3241,2026-03-08,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000597,3242,2026-03-29,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000598,3242,2026-04-19,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000599,3243,2025-11-11,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000600,3243,2025-12-02,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000601,3243,2026-03-11,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000602,3244,2025-12-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000603,3244,2026-01-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000604,3245,2026-03-26,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000605,3245,2026-04-16,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000606,3246,2025-04-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000607,3246,2025-04-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000608,3246,2025-08-04,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000609,3247,2026-02-12,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000610,3247,2026-03-05,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000611,3248,2025-10-27,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000612,3248,2025-11-17,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000613,3248,2026-02-24,P_HIGH_PRO,P_MID_PRO,yield_decline
default,PM_000614,3249,2025-10-06,P_DRY_CLOSE_UP,P_FRESH,post_calving
default,PM_000615,3249,2025-10-27,P_FRESH,P_HIGH_PRO,lactation_curve_progression
default,PM_000616,3249,2026-02-03,P_HIGH_PRO,P_MID_PRO,yield_decline
